1|1|20/02/2021|1020289021|COTEL R.L.|292993|0|416401100356817|209.90|0.00|209.90|0.00|209.90|27.29|6D-26-9D-63-90|1
1|2|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6924|0|265401100540649|1356.00|0.00|1356.00|0.00|1356.00|176.28|D7-E7-DB-96-B4|1
1|3|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6925|0|265401100540649|2134.00|0.00|2134.00|0.00|2134.00|277.42|BB-9B-59-C4-EB|1
1|4|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6926|0|265401100540649|1852.50|0.00|1852.50|0.00|1852.50|240.83|D7-97-58-6B-45|1
1|5|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6927|0|265401100540649|1939.09|0.00|1939.09|0.00|1939.09|252.08|63-9F-F2-4F-4B|1
1|6|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6928|0|265401100540649|1963.96|0.00|1963.96|0.00|1963.96|255.31|C2-55-87-C7|1
1|7|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6929|0|265401100540649|1958.18|0.00|1958.18|0.00|1958.18|254.56|D2-F7-C7-00-4E|1
1|8|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6930|0|265401100540649|1043.00|0.00|1043.00|0.00|1043.00|135.59|27-ED-FC-26|1
1|9|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6931|0|265401100540649|1659.68|0.00|1659.68|0.00|1659.68|215.76|83-D2-07-0A-EA|1
1|10|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6932|0|265401100540649|1879.09|0.00|1879.09|0.00|1879.09|244.28|DD-8A-D8-99-FB|1
1|11|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6933|0|265401100540649|3068.78|0.00|3068.78|0.00|3068.78|398.94|20-F4-49-DC-CF|1
1|12|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6934|0|265401100540649|2110.78|0.00|2110.78|0.00|2110.78|274.40|A5-A3-3C-82|1
1|13|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6935|0|265401100540649|1236.96|0.00|1236.96|0.00|1236.96|160.80|95-D7-8E-9A-16|1
1|14|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6936|0|265401100540649|2059.50|0.00|2059.50|0.00|2059.50|267.74|3A-08-93-F4-F6|1
1|15|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6937|0|265401100540649|1094.00|0.00|1094.00|0.00|1094.00|142.22|3D-22-C5-EC-B4|1
1|16|01/12/2021|1006893021|ENGELS MERKEL Y CIA. (BOLIVIA) S.A.|6938|0|265401100540649|1421.00|0.00|1421.00|0.00|1421.00|184.73|8D-9F-5F-42-9B|1
